run_id,exp_id,method,llm_version,provider,seed,instance_id,udi,machine_failure,active_modes,latency_s,prompt_tokens,completion_tokens,api_cost,ifr_flag,llm_error,timestamp,wall_time_s
B7_s0038_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0038,1088,1,TWF,40.323,2013,675,0.0,False,,2026-07-24T16:53:53,4802.1
B7_s0039_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0039,1106,0,none,38.431,2127,770,0.0,False,,2026-07-24T16:54:33,4802.1
B7_s0040_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0040,1118,0,none,36.081,2191,843,0.0,False,,2026-07-24T16:55:09,4802.1
B7_s0041_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0041,1141,0,none,42.148,2069,756,0.0,False,,2026-07-24T16:55:52,4802.1
B7_s0042_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0042,1190,0,none,60.072,2172,830,0.0,False,,2026-07-24T16:56:53,4802.1
B7_s0043_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0043,1214,0,none,62.654,2195,859,0.0,False,,2026-07-24T16:57:56,4802.1
B7_s0044_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0044,1222,0,RNF,57.642,2174,862,0.0,False,,2026-07-24T16:58:55,4802.1
B7_s0045_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0045,1258,0,none,44.999,2223,907,0.0,False,,2026-07-24T16:59:40,4802.1
B7_s0046_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0046,1312,0,none,41.73,2097,760,0.0,False,,2026-07-24T17:00:23,4802.1
B7_s0047_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0047,1327,0,none,37.53,1985,673,0.0,False,,2026-07-24T17:01:01,4802.1
B7_s0048_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0048,1394,0,none,64.191,2332,997,0.0,False,,2026-07-24T17:02:06,4802.1
B7_s0049_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0049,1411,0,none,38.495,1998,681,0.0,False,,2026-07-24T17:02:45,4802.1
B7_s0050_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0050,1473,0,none,44.548,1957,628,0.0,False,,2026-07-24T17:03:30,4802.1
B7_s0051_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0051,1487,0,none,66.83,2323,959,0.0,False,,2026-07-24T17:04:37,4802.1
B7_s0052_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0052,1495,0,none,61.524,2233,832,0.0,False,,2026-07-24T17:05:39,4802.1
B7_s0053_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0053,1510,1,TWF,55.029,2239,877,0.0,False,,2026-07-24T17:06:35,4802.1
B7_s0054_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0054,1545,0,none,28.131,2071,716,0.0,False,,2026-07-24T17:07:04,4802.1
B7_s0055_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0055,1556,0,none,27.274,2087,739,0.0,False,,2026-07-24T17:07:32,4802.1
B7_s0056_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0056,1557,0,none,34.001,1957,719,0.0,False,,2026-07-24T17:08:06,4802.1
B7_s0057_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0057,1614,0,none,25.891,2042,669,0.0,False,,2026-07-24T17:08:33,4802.1
B7_s0058_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0058,1652,0,none,48.658,2219,892,0.0,False,,2026-07-24T17:09:22,4802.1
B7_s0059_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0059,1697,0,none,35.63,2033,701,0.0,False,,2026-07-24T17:09:58,4802.1
B7_s0060_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0060,1707,0,none,41.701,2103,804,0.0,False,,2026-07-24T17:10:41,4802.1
B7_s0061_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0061,1796,0,none,50.861,2179,856,0.0,False,,2026-07-24T17:11:32,4802.1
B7_s0062_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0062,1846,0,none,57.488,2335,1018,0.0,False,,2026-07-24T17:12:30,4802.1
B7_s0063_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0063,1929,0,none,37.796,2113,772,0.0,False,,2026-07-24T17:13:09,4802.1
B7_s0064_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0064,1949,0,none,41.213,2196,880,0.0,False,,2026-07-24T17:13:51,4802.1
B7_s0065_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0065,1989,0,none,54.635,2370,980,0.0,False,,2026-07-24T17:14:46,4802.1
B7_s0066_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0066,1993,0,none,49.229,2109,804,0.0,False,,2026-07-24T17:15:36,4802.1
B7_s0067_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0067,2179,0,none,53.761,2105,795,0.0,False,,2026-07-24T17:16:30,4802.1
B7_s0068_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0068,2204,0,none,60.621,2152,783,0.0,False,,2026-07-24T17:17:31,4802.1
B7_s0069_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0069,2207,0,none,57.234,2058,734,0.0,False,,2026-07-24T17:18:29,4802.1
B7_s0070_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0070,2209,0,none,48.626,2163,800,0.0,False,,2026-07-24T17:19:18,4802.1
B7_s0071_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0071,2248,0,none,58.225,2327,976,0.0,False,,2026-07-24T17:20:17,4802.1
B7_s0072_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0072,2274,0,none,46.825,2232,893,0.0,False,,2026-07-24T17:21:05,4802.1
B7_s0073_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0073,2291,0,none,41.508,2009,670,0.0,False,,2026-07-24T17:21:47,4802.1
B7_s0074_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0074,2365,0,none,45.108,2175,801,0.0,False,,2026-07-24T17:22:33,4802.1
B7_s0075_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0075,2420,0,none,42.121,2266,893,0.0,False,,2026-07-24T17:23:15,4802.1
B7_s0076_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0076,2453,0,none,52.646,2188,810,0.0,False,,2026-07-24T17:24:09,4802.1
B7_s0077_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0077,2471,0,none,56.35,2136,807,0.0,False,,2026-07-24T17:25:06,4802.1
B7_s0078_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0078,2521,0,none,62.659,2218,879,0.0,False,,2026-07-24T17:26:09,4802.1
B7_s0079_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0079,2558,0,none,60.182,2214,872,0.0,False,,2026-07-24T17:27:10,4802.1
B7_s0080_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0080,2564,0,none,36.478,1939,624,0.0,False,,2026-07-24T17:27:47,4802.1
B7_s0081_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0081,2583,0,none,61.143,2324,976,0.0,False,,2026-07-24T17:28:49,4802.1
B7_s0082_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0082,2584,0,none,46.238,2025,700,0.0,False,,2026-07-24T17:29:35,4802.1
B7_s0083_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0083,2642,0,none,76.688,2418,1067,0.0,False,,2026-07-24T17:30:53,4802.1
B7_s0084_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0084,2670,0,none,50.85,2168,840,0.0,False,,2026-07-24T17:31:44,4802.1
B7_s0085_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0085,2694,0,none,44.709,2249,915,0.0,False,,2026-07-24T17:32:30,4802.1
B7_s0086_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0086,2759,0,none,32.638,2042,690,0.0,False,,2026-07-24T17:33:03,4802.1
B7_s0087_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0087,2795,0,none,39.907,1992,668,0.0,False,,2026-07-24T17:33:43,4802.1
B7_s0088_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0088,2867,0,none,52.796,2184,883,0.0,False,,2026-07-24T17:34:37,4802.1
B7_s0089_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0089,2890,0,none,49.968,2196,847,0.0,False,,2026-07-24T17:35:28,4802.1
B7_s0090_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0090,2969,0,none,52.927,2243,900,0.0,False,,2026-07-24T17:36:21,4802.1
B7_s0129_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0129,4118,1,OSF,46.301,2196,842,0.0,False,,2026-07-24T17:37:08,4802.1
B7_s0130_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0130,4122,1,HDF,35.605,2052,689,0.0,False,,2026-07-24T17:37:44,4802.1
B7_s0132_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0132,4165,1,HDF,40.359,2212,858,0.0,False,,2026-07-24T17:38:25,4802.1
B7_s0134_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0134,4174,1,HDF,39.157,2171,838,0.0,False,,2026-07-24T17:39:05,4802.1
B7_s0146_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0146,4537,1,HDF,38.058,2232,872,0.0,False,,2026-07-24T17:39:44,4802.1
B7_s0161_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0161,4977,1,OSF,39.27,2089,765,0.0,False,,2026-07-24T17:40:24,4802.1
B7_s0229_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0229,7012,1,PWF,36.799,2120,785,0.0,False,,2026-07-24T17:41:01,4802.1
B7_s0241_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0241,7510,1,OSF,45.806,2245,883,0.0,False,,2026-07-24T17:41:48,4802.1
B7_s0311_s42,ai4i_openai,B7,glm-4-flash,openai,42,s0311,9823,1,OSF,59.652,2183,854,0.0,False,,2026-07-24T17:42:48,4802.1
